PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2017;2018;2019;2020;2021
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;hbo master;man;<5;5;7;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45267;M Leraar Geschiedenis;deeltijd onderwijs;hbo master;vrouw;<5;<5;<5;7;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;man;<5;<5;0;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45269;M Leraar Nederlands;deeltijd onderwijs;hbo master;vrouw;11;8;<5;7;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;man;6;15;7;18;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45275;M Leraar Algemene Economie;deeltijd onderwijs;hbo master;vrouw;<5;7;8;7;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;sectoroverstijgend;sectoroverstijgend;49304;M Digital Driven Business;voltijd onderwijs;hbo master;man;0;0;12;25;24
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;sectoroverstijgend;sectoroverstijgend;49304;M Digital Driven Business;voltijd onderwijs;hbo master;vrouw;0;0;5;10;14
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;man;30;20;27;37;33
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;5;5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;duaal onderwijs;hbo bachelor;man;<5;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;man;212;221;235;270;239
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30020;B HBO-ICT;voltijd onderwijs;hbo bachelor;vrouw;22;12;17;20;31
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30037;B Fashion & Textile Technologies;voltijd onderwijs;hbo bachelor;man;16;15;30;30;21
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30037;B Fashion & Textile Technologies;voltijd onderwijs;hbo bachelor;vrouw;193;195;199;192;227
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;deeltijd onderwijs;hbo bachelor;man;15;11;19;14;12
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;man;225;246;213;190;191
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);30107;B Engineering;voltijd onderwijs;hbo bachelor;vrouw;53;68;85;48;33
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;man;85;109;96;140;133
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34092;B Communication and Multimedia Design;voltijd onderwijs;hbo bachelor;vrouw;63;74;65;115;106
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34112;B Forensisch Onderzoek;voltijd onderwijs;hbo bachelor;man;10;10;11;11;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34112;B Forensisch Onderzoek;voltijd onderwijs;hbo bachelor;vrouw;35;32;23;50;47
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;man;42;33;33;28;22
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34384;B Maritiem Officier;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;deeltijd onderwijs;hbo bachelor;man;6;<5;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;man;75;61;55;42;32
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);34390;B Logistics Engineering;voltijd onderwijs;hbo bachelor;vrouw;18;10;9;13;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;man;28;27;25;27;27
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);35168;B Toegepaste Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;7;20;17;22;19
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39225;B Aviation;voltijd onderwijs;hbo bachelor;man;160;160;172;158;164
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39225;B Aviation;voltijd onderwijs;hbo bachelor;vrouw;18;40;37;42;49
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;man;168;179;177;198;183
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);39280;B Built Environment;voltijd onderwijs;hbo bachelor;vrouw;57;67;66;74;99
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);49131;M Digital Design;voltijd onderwijs;hbo master;man;11;8;13;20;18
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);49131;M Digital Design;voltijd onderwijs;hbo master;vrouw;13;14;12;26;29
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);80156;Ad Cybersecurity;voltijd onderwijs;hbo associate degree;man;0;0;0;19;29
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;techniek;n.v.t. (techniek);80156;Ad Cybersecurity;voltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;7
Noord-Holland;0363;Amsterdam;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;man;0;<5;12;9;25
Noord-Holland;0363;Amsterdam;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);80010;Ad Ondernemerschap & Retail Management;duaal onderwijs;hbo associate degree;vrouw;0;<5;7;10;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;man;10;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;deeltijd onderwijs;hbo bachelor;vrouw;7;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;hbo bachelor;man;7;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;duaal onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;man;52;27;18;19;12
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34145;B Business Studies;voltijd onderwijs;hbo bachelor;vrouw;56;24;17;33;31
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;22;13;16;9;11
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;91;58;51;35;38
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;6;<5
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;man;10;21;21;18;19
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34500;B Facility Management;voltijd onderwijs;hbo bachelor;vrouw;30;28;38;30;35
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;man;7;12;7;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);34936;B International Business and Management Studies;voltijd onderwijs;hbo bachelor;vrouw;5;<5;8;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35515;B Business Innovation;voltijd onderwijs;hbo bachelor;man;7;6;12;11;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35515;B Business Innovation;voltijd onderwijs;hbo bachelor;vrouw;<5;8;15;8;15
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;6;<5;<5;6;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;11;<5;<5;<5;6
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;man;15;19;18;15;10
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;vrouw;45;64;25;50;24
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;18;13;25;13;35
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;62;63;73;66;115
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;hbo bachelor;man;11;6;9;5;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;<5
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;duaal onderwijs;hbo bachelor;man;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;hbo bachelor;man;12;24;26;31;23
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);39118;B Business IT & Management;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;6
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;man;8;7;6;10;9
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80035;Ad Crossmediale Communicatie;voltijd onderwijs;hbo associate degree;vrouw;27;22;28;20;20
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80088;Ad Facilitair Eventmanagement;voltijd onderwijs;hbo associate degree;man;12;8;9;7;10
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;economie;n.v.t. (economie);80088;Ad Facilitair Eventmanagement;voltijd onderwijs;hbo associate degree;vrouw;16;27;30;22;19
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;deeltijd onderwijs;hbo bachelor;man;0;<5;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;voltijd onderwijs;hbo bachelor;man;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);30007;B Imam/Islamitisch Geestelijk Werker;voltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);49298;M Advanced Health Informatics Practice;deeltijd onderwijs;hbo master;man;0;0;<5;5;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;gezondheidszorg;n.v.t. (gezondheidszorg);49298;M Advanced Health Informatics Practice;deeltijd onderwijs;hbo master;vrouw;0;0;5;11;8
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;6;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;vrouw;9;8;8;8;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;man;<5;0;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;vrouw;0;<5;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;man;0;<5;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;10;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;vrouw;6;5;<5;11;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;man;<5;0;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;man;0;0;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;man;<5;0;<5;5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;vrouw;8;7;7;5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;man;<5;0;0;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;man;0;0;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;hbo bachelor;man;0;0;<5;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;man;0;<5;<5;0;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;vrouw;<5;0;0;<5;0
Noord-Holland;0384;Diemen;reguliere inst.;27PZ;Hogeschool INHOLLAND;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;<5;<5;8;<5;0
