PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2017;2018;2019;2020;2021
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);44116;M Social Work;deeltijd onderwijs;hbo master;man;9;<5;5;<5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);44116;M Social Work;deeltijd onderwijs;hbo master;vrouw;10;17;15;17;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);49299;M Master Urban Management;deeltijd onderwijs;hbo master;man;0;0;<5;<5;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);49299;M Master Urban Management;deeltijd onderwijs;hbo master;vrouw;0;0;<5;6;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80086;Ad Ervaringsdeskundigheid in Zorg en Welzijn;deeltijd onderwijs;hbo associate degree;man;0;0;0;5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);80086;Ad Ervaringsdeskundigheid in Zorg en Welzijn;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;10;15
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;man;17;<5;16;10;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;duaal onderwijs;hbo bachelor;vrouw;41;50;46;47;53
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;man;19;24;12;13;31
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34560;B Opleiding tot Verpleegkundige;voltijd onderwijs;hbo bachelor;vrouw;183;164;147;192;234
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;voltijd onderwijs;hbo bachelor;man;127;102;74;94;80
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34570;B Opleiding tot Fysiotherapeut;voltijd onderwijs;hbo bachelor;vrouw;120;94;69;87;79
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34572;B Opleiding tot Oefentherapeut;voltijd onderwijs;hbo bachelor;man;37;28;18;21;10
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34572;B Opleiding tot Oefentherapeut;voltijd onderwijs;hbo bachelor;vrouw;61;50;35;27;21
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34574;B Opleiding voor Ergotherapie;voltijd onderwijs;hbo bachelor;man;15;11;12;10;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34574;B Opleiding voor Ergotherapie;voltijd onderwijs;hbo bachelor;vrouw;89;75;60;67;66
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;hbo bachelor;man;28;16;21;29;30
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);34579;B Voeding en Dietetiek;voltijd onderwijs;hbo bachelor;vrouw;107;101;102;130;126
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);49289;M Critical Care;duaal onderwijs;hbo master;man;0;0;0;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);49289;M Critical Care;duaal onderwijs;hbo master;vrouw;0;0;5;6;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;deeltijd onderwijs;hbo bachelor;vrouw;15;19;13;14;24
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;man;9;12;11;13;10
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;leraar basisonderwijs;34808;B Opleiding tot leraar Basisonderwijs;voltijd onderwijs;hbo bachelor;vrouw;71;93;81;93;71
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;hbo bachelor;man;76;90;76;104;86
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35025;B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding;voltijd onderwijs;hbo bachelor;vrouw;42;54;48;61;51
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;man;0;0;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;deeltijd onderwijs;hbo bachelor;vrouw;0;0;<5;<5;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;man;0;0;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35193;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits;voltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;man;9;6;10;5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;deeltijd onderwijs;hbo bachelor;vrouw;17;15;22;15;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;man;11;9;10;8;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35195;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels;voltijd onderwijs;hbo bachelor;vrouw;32;30;30;38;28
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;deeltijd onderwijs;hbo bachelor;vrouw;7;<5;10;6;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;hbo bachelor;man;<5;5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35196;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans;voltijd onderwijs;hbo bachelor;vrouw;10;8;10;6;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;man;26;12;12;12;12
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35197;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis;voltijd onderwijs;hbo bachelor;vrouw;12;8;13;14;9
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;man;13;6;12;6;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;deeltijd onderwijs;hbo bachelor;vrouw;28;33;28;41;26
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;man;0;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35198;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands;voltijd onderwijs;hbo bachelor;vrouw;23;19;12;15;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;deeltijd onderwijs;hbo bachelor;vrouw;0;0;<5;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35199;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Scheikunde;voltijd onderwijs;hbo bachelor;vrouw;5;<5;<5;8;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;man;13;11;9;11;12
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35201;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde;voltijd onderwijs;hbo bachelor;vrouw;5;6;7;10;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;man;6;6;10;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;deeltijd onderwijs;hbo bachelor;vrouw;8;<5;5;5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;man;7;13;13;19;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35202;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Algemene Economie;voltijd onderwijs;hbo bachelor;vrouw;5;9;6;12;10
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;man;6;<5;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;man;31;36;36;15;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35203;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Bedrijfseconomie;voltijd onderwijs;hbo bachelor;vrouw;21;16;19;10;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;hbo bachelor;man;0;0;0;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35204;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Pedagogiek;voltijd onderwijs;hbo bachelor;vrouw;33;31;31;23;24
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35208;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie;deeltijd onderwijs;hbo bachelor;man;<5;<5;9;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35208;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35208;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35208;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Mens en Technologie;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;man;11;16;17;15;12
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;deeltijd onderwijs;hbo bachelor;vrouw;12;18;15;8;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;man;<5;9;14;8;9
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35221;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde;voltijd onderwijs;hbo bachelor;vrouw;17;14;12;10;15
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;hbo bachelor;man;<5;0;<5;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35254;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Techniek;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;0;0;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;man;<5;5;<5;<5;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;hbo bachelor;man;<5;<5;7;7;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35261;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;5;6
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;man;<5;5;9;6;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35301;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie;voltijd onderwijs;hbo bachelor;vrouw;14;13;12;8;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;hbo bachelor;man;<5;0;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;deeltijd onderwijs;hbo bachelor;vrouw;25;15;9;19;11
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;man;<5;<5;0;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35388;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn;voltijd onderwijs;hbo bachelor;vrouw;18;10;13;28;21
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;man;<5;6;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;deeltijd onderwijs;hbo bachelor;vrouw;<5;6;<5;<5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;man;5;8;13;<5;9
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35411;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer;voltijd onderwijs;hbo bachelor;vrouw;5;7;15;10;18
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;deeltijd onderwijs;hbo bachelor;man;16;8;19;12;12
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;deeltijd onderwijs;hbo bachelor;vrouw;<5;6;11;7;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;voltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);35423;B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Consumptieve Techniek I en II;voltijd onderwijs;hbo bachelor;vrouw;<5;6;5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80167;Ad Educatief Professional Beroepsonderwijs;deeltijd onderwijs;hbo associate degree;man;<5;<5;<5;<5;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;n.v.t. (onderwijs);80167;Ad Educatief Professional Beroepsonderwijs;deeltijd onderwijs;hbo associate degree;vrouw;<5;<5;5;<5;7
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;hbo master;man;0;<5;<5;<5;0
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45262;M Leraar Engels;deeltijd onderwijs;hbo master;vrouw;<5;6;6;7;8
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;hbo master;man;<5;8;10;5;5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45263;M Leraar Wiskunde;deeltijd onderwijs;hbo master;vrouw;<5;6;7;9;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;hbo master;man;<5;0;0;0;<5
Noord-Holland;0363;Amsterdam;reguliere inst.;28DN;Hogeschool van Amsterdam;onderwijs;opleidingen tot leraar vo van de 1ste graad in alg. vakken;45266;M Leraar Frans;deeltijd onderwijs;hbo master;vrouw;<5;<5;0;<5;9
